Unnamed: 0,baujahr,name,preis,baureihe,karosserieform,kilometerstand,leistung,gewicht
1,1984,Lancia Beta Coupe 1600,10.500,,Coupé,61.0,100,970
3,1990,Alfa Romeo 75 2,11.500,2a,Limousine (4-Türen),89.943,145,1200
4,1952,MG TD,38.000,,Cabriolet (Roadster),0.0,54,920
11,2000,Porsche 911 Carrera,9.374,996,Coupé,61.211,300,1450
15,1995,Porsche 911 Carrera,107.000,993,Coupé,61.0,272,1450
16,2002,Porsche 911 Carrera 4S,61.000,996,Coupé,108.0,320,1450
17,2003,Porsche 911 Carrera 4S,61.000,996,Coupé,103.0,320,1450
18,2013,Porsche Boxster,51.000,981,Cabriolet (Roadster),70.0,265,1310
19,1997,Porsche Boxster,21.500,986,Cabriolet (Roadster),148.5,204,1300
20,1960,Mercedes-Benz 220 SE Cabriolet,89.995,W 128,Cabriolet,180.846,120,1400
21,1970,Porsche 911 2,95.000,"""Urmodell""",Coupé,12.4,180,1020
25,2007,BMW Z4 ,27.900,E86,Coupé,79.8,265,1485
30,2013,Porsche Boxster,51.000,981,Cabriolet (Roadster),70.0,265,1310
31,1997,Porsche Boxster,21.500,986,Cabriolet (Roadster),148.5,204,1300
32,1960,Mercedes-Benz 220 SE Cabriolet,89.995,W 128,Cabriolet,180.846,120,1400
33,1970,Porsche 911 2,95.000,"""Urmodell""",Coupé,12.4,180,1020
37,2007,BMW Z4 ,27.900,E86,Coupé,79.8,265,1485
46,1972,FIAT 128,4.500,,Limousine (4-Türen),102.468,55,770
47,1948,FIAT 500 Topolino,22.700,,Cabriolet (Limousine),0.0,13,580
52,2016,Porsche 911 Carrera,110.000,991.2,Cabriolet,58.0,370,1500
53,2018,Porsche 911 GT3 Touring,189.000,991.2,Coupé,3.7,500,1430
54,2008,Porsche 911 Carrera 4S,69.000,997.2,Coupé,148.0,385,1555
55,2016,Porsche Macan S Diesel,45.000,95B,Geländewagen,125.0,258,1925
56,2002,Porsche Boxster,29.000,986,Cabriolet (Roadster),94.0,220,1300
57,2000,Porsche Boxster,23.000,986,Cabriolet (Roadster),158.0,220,1300
58,2014,Porsche Cayman,49.000,981c,Coupé,87.0,275,1385
59,2004,Porsche 911 Carrera,49.500,996,Coupé,55.0,320,1450
60,2002,Porsche Boxster,29.000,986,Cabriolet (Roadster),94.0,220,1300
61,2000,Porsche Boxster,23.000,986,Cabriolet (Roadster),158.0,220,1300
62,2014,Porsche Cayman,49.000,981c,Coupé,87.0,275,1385
63,2004,Porsche 911 Carrera,49.500,996,Coupé,55.0,320,1450
64,2004,Porsche Boxster S,41.500,986,Cabriolet (Roadster),76.0,265,1300
65,2016,Porsche 911 Targa 4S,149.000,991.2,Cabriolet (Targa),43.0,420,1520
66,1990,Porsche 911 Carrera 2,103.000,964,Coupé,150.0,250,1400
67,2001,Porsche Boxster S,32.500,986,Cabriolet (Roadster),98.0,252,1300
70,2003,Porsche 911 Carrera,45.000,996,Cabriolet,146.0,320,1300
71,1995,Porsche 911 Carrera,107.000,993,Coupé,61.0,272,1450
72,2002,Porsche 911 Carrera 4S,61.000,996,Coupé,108.0,320,1450
73,2003,Porsche 911 Carrera 4S,61.000,996,Coupé,103.0,320,1450
74,2013,Porsche Boxster,51.000,981,Cabriolet (Roadster),70.0,265,1310
77,1968,Ferrari 330 GTC,675.000,,Coupé,18.608,300,1300
99,2002,Land Rover Defender 90 Td5,41.012,,Geländewagen,101.186,122,1700
100,1977,Triumph Dolomite Sprint,5.859,,Limousine,124.914,127,980
101,1957,Maserati 250F,21.092,,Rennwagen (Offen),0.0,245,600
102,2018,Chevrolet Camaro 6,93.743,Serie VI,Coupé,73.708,453,1650
103,1995,Nissan Skyline GTS25T,14.061,R33,Coupé,148.059,250,1360
106,1954,Jaguar XK 120 OTS,83.950,120,Cabriolet (Roadster),150.018,162,1150
107,1986,Aston Martin V8 Volante,179.950,,Cabriolet,66.668,305,1820
108,1977,Mercedes-Benz 450 SL,21.950,R 107,Cabriolet (Roadster),2.419,182,1650
109,1963,Citroën ID 19,16.950,DM,Limousine (4-Türen),17.596,74,1150
110,1968,Triumph TR 250,43.950,,Cabriolet,65.547,105,1030
111,1989,Mercedes-Benz 500 SL,29.950,R 129,Cabriolet (Roadster),177.573,326,1870
112,1970,FIAT 500 L,16.950,,Limousine (2-Türen),66.278,18,520
113,1997,Ferrari 550 Maranello,150.000,,Coupé,74.804,485,1690
114,1959,Maserati 3500 GT Touring,99.950,,Coupé,44.936,220,1460
121,1954,Jaguar XK 120 OTS,83.950,120,Cabriolet (Roadster),150.018,162,1150
122,1986,Aston Martin V8 Volante,179.950,,Cabriolet,66.668,305,1820
123,1977,Mercedes-Benz 450 SL,21.950,R 107,Cabriolet (Roadster),2.419,182,1650
124,1963,Citroën ID 19,16.950,DM,Limousine (4-Türen),17.596,74,1150
125,1968,Triumph TR 250,43.950,,Cabriolet,65.547,105,1030
126,1989,Mercedes-Benz 500 SL,29.950,R 129,Cabriolet (Roadster),177.573,326,1870
127,1970,FIAT 500 L,16.950,,Limousine (2-Türen),66.278,18,520
128,1997,Ferrari 550 Maranello,150.000,,Coupé,74.804,485,1690
129,1959,Maserati 3500 GT Touring,99.950,,Coupé,44.936,220,1460
165,1977,Triumph Spitfire 1500,16.500,,Cabriolet,78.558,72,820
166,1980,MG MGB,22.950,B Serie IV,Cabriolet (Roadster),107.509,86,1040
167,1971,FIAT 500 Moretti Minimaxi,6.950,,Cabriolet,100.0,18,500
183,1969,Abarth Fiat 595 Esseesse,34.900,,Limousine (2-Türen),0.0,32,500
185,1987,Ferrari Mondial 3,49.950,,Coupé,86.623,271,1410
186,1952,Citroën Traction Avant 11 BN Normale,25.950,11 CV,Limousine (4-Türen),20.002,56,1050
187,1977,Triumph Spitfire 1500,16.500,,Cabriolet,78.558,72,820
188,1980,MG MGB,22.950,B Serie IV,Cabriolet (Roadster),107.509,86,1040
189,1971,FIAT 500 Moretti Minimaxi,6.950,,Cabriolet,100.0,18,500
196,1969,Abarth Fiat 595 Esseesse,34.900,,Limousine (2-Türen),0.0,32,500
198,1987,Ferrari Mondial 3,49.950,,Coupé,86.623,271,1410
199,1952,Citroën Traction Avant 11 BN Normale,25.950,11 CV,Limousine (4-Türen),20.002,56,1050
200,1977,Triumph Spitfire 1500,16.500,,Cabriolet,78.558,72,820
201,1980,MG MGB,22.950,B Serie IV,Cabriolet (Roadster),107.509,86,1040
202,1971,FIAT 500 Moretti Minimaxi,6.950,,Cabriolet,100.0,18,500
219,1967,Austin Gipsy,6.900,,Geländewagen,50.0,62,1270
220,1993,Alpine A 610 3000,75.000,,Coupé,27.192,250,1420
221,1968,MG Magnette  Mark IV,29.950,BMC ADO38,Limousine,54.048,68,1110
222,1967,Mercedes-Benz 200,8.950,W 110,Limousine (4-Türen),96.654,95,1400
223,1969,Jaguar E-Type,99.950,Serie II,Cabriolet (Roadster),62.946,265,1290
224,1971,Ford Mustang Mach 1,26.950,Mustang I Serie 4 | H-Code,Coupé (Fastback),52.234,243,1240
225,1939,BMW 327,169.950,Typ 327,Cabriolet,51.646,55,1100
226,1965,Bentley S 3,34.950,,Limousine (4-Türen),175.949,200,2200
227,1958,Austin-Healey 100,58.950,,Cabriolet,67.507,117,910
231,1986,Porsche 911 Turbo 3,115.000,930,Coupé,92.44,300,1140
234,1973,Jaguar E-Type V12,79.950,Serie III,Cabriolet (Roadster),32.67,268,1530
235,1979,Bentley T 2,35.000,,Limousine (4-Türen),95.049,220,2230
236,1973,MG MGB,16.950,B Serie III,Cabriolet (Roadster),47.663,96,1010
240,1979,Lancia Beta Spider 2000,7.250,,Cabriolet (Targa),0.0,119,1110
242,1985,Mercedes-Benz 380 SE,18.000,W 126,Limousine (4-Türen),194.0,204,1595
243,1977,Jaguar XJ 12 L,25.000,Serie II,Limousine (4-Türen),193.0,285,1740
244,1972,Volvo P 144 GL,12.500,Y-A,Limousine,155.0,124,1180
245,1989,Lancia Delta,3.900,831,Limousine (4-Türen),99.0,75,955
248,1964,Lancia Flavia 1,27.000,,Coupé,0.0,92,1210
251,1987,Porsche 911 Carrera 3,72.000,"""G-Modell""",Cabriolet,117.0,217,1140
252,1966,Alfa Romeo 1600 Spider Duetto,72.000,Tipo 105 - Serie 1a,Cabriolet (Roadster),103.0,109,990
253,1961,Alfa Romeo 2000 Spider,120.000,,Cabriolet,0.0,115,1250
254,1970,Lancia Fulvia Coupe Rallye,25.000,Serie I,Coupé,78.0,87,930
257,1981,Ferrari 308 GTBi,89.267,,Coupé,67.565,205,1320
268,1979,Lancia Beta Spider 2000,7.250,,Cabriolet (Targa),0.0,119,1110
270,1979,Lancia Beta Spider 2000,7.250,,Cabriolet (Targa),0.0,119,1110
272,1985,Mercedes-Benz 380 SE,18.000,W 126,Limousine (4-Türen),194.0,204,1595
273,1977,Jaguar XJ 12 L,25.000,Serie II,Limousine (4-Türen),193.0,285,1740
274,1972,Volvo P 144 GL,12.500,Y-A,Limousine,155.0,124,1180
275,1989,Lancia Delta,3.900,831,Limousine (4-Türen),99.0,75,955
278,1964,Lancia Flavia 1,27.000,,Coupé,0.0,92,1210
281,1987,Porsche 911 Carrera 3,72.000,"""G-Modell""",Cabriolet,117.0,217,1140
282,1966,Alfa Romeo 1600 Spider Duetto,72.000,Tipo 105 - Serie 1a,Cabriolet (Roadster),103.0,109,990
283,1961,Alfa Romeo 2000 Spider,120.000,,Cabriolet,0.0,115,1250
284,1970,Lancia Fulvia Coupe Rallye,25.000,Serie I,Coupé,78.0,87,930
287,1957,Morris Minor 1000,5.853,Series III,Limousine,0.0,38,760
289,2008,Ferrari 612 Scaglietti,85.534,,Coupé,0.0,540,1800
290,2013,Morgan Plus Four,44.522,,Cabriolet (Roadster),0.0,258,1012
294,2004,Porsche 911 Carrera 4,28.117,996,Cabriolet,119.896,320,1300
295,2014,Porsche 911 Carrera S,62.099,991.1,Cabriolet,86.748,400,1470
296,1967,Alfa Romeo 1600 Spider Duetto,46.865,Tipo 105 - Serie 1a,Cabriolet (Roadster),13.346,109,990
299,1972,Peugeot 504 Break,15.900,,Kombi,60.0,93,1230
308,1982,Mercedes-Benz 300 GD,55.000,W 460,Geländewagen (Cabriolet),110.0,88,1935
310,1959,FIAT 600 Multipla,55.900,,Bus,0.0,22,750
313,2001,Lotus Esprit V8 SE,66.900,,Coupé,45.0,354,1308
320,1982,Mercedes-Benz 300 GD,55.000,W 460,Geländewagen (Cabriolet),110.0,88,1935
322,1959,FIAT 600 Multipla,55.900,,Bus,0.0,22,750
325,2001,Lotus Esprit V8 SE,66.900,,Coupé,45.0,354,1308
330,1990,Mercedes-Benz 560 SEC,28.000,C 126,Coupé,155.443,300,1550
333,1953,FIAT 1100-103,11.500,,Limousine,88.0,40,820
334,1971,FIAT 500 L,4.300,,Limousine (2-Türen),70.0,18,520
348,1982,Mercedes-Benz 300 GD,55.000,W 460,Geländewagen (Cabriolet),110.0,88,1935
350,1959,FIAT 600 Multipla,55.900,,Bus,0.0,22,750
353,2001,Lotus Esprit V8 SE,66.900,,Coupé,45.0,354,1308
426,1966,Alfa Romeo Giulia 1600 Sprint GT,89.900,,Coupé,2.588,106,1050
434,1973,Citroën SM,58.950,C 114/1,Coupé,50.321,170,1460
437,1966,Alfa Romeo Giulia 1600 Sprint GT,89.900,,Coupé,2.588,106,1050
445,1973,Citroën SM,58.950,C 114/1,Coupé,50.321,170,1460
451,1964,Renault R 4,11.000,,Limousine (5-Türen),62.7,24,700
461,1972,Ford Capri  I 2600 RS,34.500,Serie I,Coupé,60.0,150,1100
464,1963,Lancia Flaminia GT Touring,130.000,,Coupé,77.1,119,1520
466,1964,Renault R 4,11.000,,Limousine (5-Türen),62.7,24,700
476,1972,Ford Capri  I 2600 RS,34.500,Serie I,Coupé,60.0,150,1100
479,1963,Lancia Flaminia GT Touring,130.000,,Coupé,77.1,119,1520
514,1983,FIAT 126,4.500,,Limousine (2-Türen),24.413,24,600
567,1986,Mercedes-Benz 300 SL,45.000,R 107,Cabriolet (Roadster),149.391,188,1500
569,1999,BMW 528i,5.859,E39,Limousine (4-Türen),64.374,193,1440
571,1999,BMW 528i,5.859,E39,Limousine (4-Türen),64.374,193,1440
573,1962,Austin-Healey 3000 Mk II,42.000,ADO 30,Cabriolet (Roadster),77.2,131,1100
601,2005,Bentley Continental GT,17.577,,Coupé,75.961,560,2385
602,1998,Alfa Romeo GTV 2,14.800,Tipo 916,Coupé (2-Türen),86.0,202,1500
605,2000,Subaru Impreza 2,14.800,,Limousine (4-Türen),275.228,218,1250
620,1967,MG MGB,35.154,B Serie I,Cabriolet (Roadster),11.883,96,1010
625,2008,Aston Martin DBS,140.555,,Coupé,28.46,517,1695
660,2008,Aston Martin DBS,140.555,,Coupé,28.46,517,1695
675,2008,Aston Martin DBS,140.555,,Coupé,28.46,517,1695
705,1972,SIMCA 1000 Rallye 1,19.500,,Limousine,43.0,60,700
706,1953,FIAT 500 C Giardiniera,10.800,,Kombi,7.0,16,610
707,1982,Maserati Quattroporte 4900,32.500,Serie III,Limousine (4-Türen),135.0,282,1950
708,1999,Mercedes-Benz SL 320,22.000,R 129,Cabriolet (Roadster),170.0,224,1870
709,2000,Mercedes-Benz SLK 200 Kompressor,18.200,R 170,Cabriolet (Roadster),18.0,163,1300
710,1988,Alfa Romeo Alfasud 1,10.980,,Coupé,78.0,86,900
711,1989,Alfa Romeo 75 2,17.800,2a,Limousine (4-Türen),115.0,145,1200
712,1988,Alfa Romeo 164 2,5.450,,Limousine (4-Türen),120.4,148,1400
713,1988,Alfa Romeo 75 2,14.800,1a,Limousine,144.83,148,1150
720,1982,Maserati Quattroporte 4900,32.500,Serie III,Limousine (4-Türen),135.0,282,1950
721,1999,Mercedes-Benz SL 320,22.000,R 129,Cabriolet (Roadster),170.0,224,1870
722,2000,Mercedes-Benz SLK 200 Kompressor,18.200,R 170,Cabriolet (Roadster),18.0,163,1300
723,1988,Alfa Romeo Alfasud 1,10.980,,Coupé,78.0,86,900
724,1988,Alfa Romeo 164 2,5.450,,Limousine (4-Türen),120.4,148,1400
725,1988,Alfa Romeo 75 2,14.800,1a,Limousine,144.83,148,1150
740,1975,Lancia Fulvia 1,17.577,Serie II,Coupé,46.01,90,930
741,1996,Jaguar XJS 4,27.900,Series III,Cabriolet,252.0,240,1805
745,1962,Jaguar E-Type 3,128.500,Serie I,Coupé,35.8,269,1290
766,1980,Toyota Land Cruiser BJ 40,23.500,,Geländewagen,69.699,76,1590
767,1974,Opel GT,23.950,GT,Coupé,147.848,90,900
770,1988,Mercedes-Benz 560 SEC,39.980,C 126,Coupé,170.88,279,1550
771,1991,Mercedes-Benz 230 E,23.980,W 124,Limousine (4-Türen),61.6,136,1600
772,1978,Mercedes-Benz 450 SLC,74.980,C 107,Coupé,56.25,217,1650
773,1997,Mercedes-Benz CL 500,54.980,C 140,Coupé,51.3,320,2100
774,1998,Volvo S 70 2,22.600,,Limousine (4-Türen),153.8,240,1486
775,1991,Honda Civic,14.990,,Limousine (3-Türen),81.0,90,1100
777,1974,Lancia Beta 1600,14.500,,Limousine,33.829,100,1190
806,1954,Jaguar XK 140 OTS,115.140,140,Cabriolet (Roadster),3.312,193,1320
818,1954,Jaguar XK 140 OTS,115.140,140,Cabriolet (Roadster),3.312,193,1320
826,1961,Rover 100,2.344,P4,Limousine (4-Türen),155.972,104,1400
827,1975,Alfa Romeo Montreal,64.448,,Coupé,88.983,195,1270
828,2023,Mercedes-Benz G 400 d,152.000,W 463,Geländewagen,4.015,330,2489
833,1973,BMW 3,299.950,E9,Coupé,0.0,200,1380
835,1981,BMW 323i,39.500,E21,Limousine (2-Türen),156.251,143,1120
844,1982,Alfa Romeo Giulietta 1,12.500,Typ 116,Limousine,95.6,122,1100
845,2005,Porsche Boxster S,45.000,987,Cabriolet (Roadster),7.4,280,1300
846,1993,Mitsubishi Eclipse GS,13.500,D20,Coupé,35.4,150,1310
847,2007,Mercedes-Benz SLK 200 Kompressor,26.500,R 171,Cabriolet (Roadster),2.9,163,1390
848,1986,Lancia Thema I,9.700,,Limousine,42.7,120,1150
849,1957,FIAT 600,20.500,,Limousine (2-Türen),9.0,22,580
850,2007,Mercedes-Benz SLK 200 Kompressor,21.000,R 171,Cabriolet (Roadster),18.0,163,1390
851,1972,FIAT 127,8.600,,Limousine (2-Türen),38.5,40,710
852,2009,Ferrari California,134.000,,Cabriolet,43.0,460,1700
853,2007,Alfa Romeo Brera 2,14.500,,Coupé,33.0,185,1470
854,2006,Alfa Romeo Brera 3,21.500,,Coupé,53.0,260,1700
855,1982,Alfa Romeo Giulietta 1,12.500,Typ 116,Limousine,95.6,122,1100
856,2005,Porsche Boxster S,45.000,987,Cabriolet (Roadster),7.4,280,1300
857,1993,Mitsubishi Eclipse GS,13.500,D20,Coupé,35.4,150,1310
858,2007,Mercedes-Benz SLK 200 Kompressor,26.500,R 171,Cabriolet (Roadster),2.9,163,1390
859,1986,Lancia Thema I,9.700,,Limousine,42.7,120,1150
860,1957,FIAT 600,20.500,,Limousine (2-Türen),9.0,22,580
861,2007,Mercedes-Benz SLK 200 Kompressor,21.000,R 171,Cabriolet (Roadster),18.0,163,1390
862,1972,FIAT 127,8.600,,Limousine (2-Türen),38.5,40,710
863,2009,Ferrari California,134.000,,Cabriolet,43.0,460,1700
864,2007,Alfa Romeo Brera 2,14.500,,Coupé,33.0,185,1470
865,2006,Alfa Romeo Brera 3,21.500,,Coupé,53.0,260,1700
866,1970,Lancia Flavia ,21.000,820.230,Coupé,17.4,117,1210
867,1989,Alfa Romeo 164 2,9.900,,Limousine (4-Türen),24.5,148,1400
869,1984,Alfa Romeo Giulietta 2,44.500,Typ 116,Limousine (4-Türen),52.0,170,1100
870,2004,Alfa Romeo 147 3,26.500,Tipo 937,Limousine (3-Türen),87.0,250,1435
927,1949,Triumph 2000 Roadster,27.995,,Cabriolet,0.0,68,1100
937,1949,Triumph 2000 Roadster,27.995,,Cabriolet,0.0,68,1100
943,2017,Aston Martin DB 11 V12,162.500,,Coupé,30.121,608,1875
944,2003,FIAT Panda 4x4,17.900,,Kleinwagen,82.9,54,750
946,2001,Lamborghini ,275.000,,Coupé,58.33,580,1650
947,1987,Lancia Thema 8,29.500,model 834,Limousine (4-Türen),119.5,215,1400
955,1975,Triumph TR 6,31.632,,Cabriolet (Roadster),0.0,106,1030
956,1955,Triumph TR 3,46.865,,Cabriolet (Roadster),0.0,95,900
957,1955,Triumph TR 2,42.178,,Cabriolet (Roadster),0.0,90,840
958,1972,Triumph TR 6 PI,35.148,,Cabriolet (Roadster),0.0,125,1030
959,1956,Triumph TR 3,35.148,,Cabriolet (Roadster),0.0,95,900
960,1957,MG MGA 1500,31.632,MK I,Coupé,0.0,72,900
961,1971,MG MGB,19.914,B Serie II,Cabriolet (Roadster),0.0,96,1010
962,1971,MG MGB,22.258,B Serie II,Cabriolet (Roadster),0.0,96,1010
963,1972,MG MGB,21.086,B Serie III,Cabriolet (Roadster),0.0,96,1010
964,1958,MG Magnette ZB,23.430,,Limousine,0.0,68,1110
965,1968,MG MGC,35.148,,Cabriolet (Roadster),0.0,147,1115
966,1989,Mercedes-Benz 420 SL,56.240,R 107,Cabriolet (Roadster),0.0,218,1600
967,1980,Mercedes-Benz 380 SL,46.865,R 107,Cabriolet (Roadster),0.0,218,1650
968,1997,Mazda MX-5 1,21.086,,Cabriolet (Roadster),0.0,90,980
969,2019,Land Rover Range Rover 3,42.178,D350,Geländewagen,0.0,250,2350
970,1973,Jensen Interceptor SP,93.737,SP,Coupé,0.0,385,1820
971,1971,Jensen FF,158.185,,Coupé,0.0,325,2025
972,1965,Jaguar Mk II 3,58.583,,Limousine (4-Türen),0.0,224,1480
974,1964,Jaguar E-Type 3,140.608,Serie I,Coupé,0.0,269,1290
975,1968,MG MGC,35.148,,Cabriolet (Roadster),0.0,147,1115
976,1989,Mercedes-Benz 420 SL,56.240,R 107,Cabriolet (Roadster),0.0,218,1600
977,1980,Mercedes-Benz 380 SL,46.865,R 107,Cabriolet (Roadster),0.0,218,1650
978,1997,Mazda MX-5 1,21.086,,Cabriolet (Roadster),0.0,90,980
979,2019,Land Rover Range Rover 3,42.178,D350,Geländewagen,0.0,250,2350
980,1973,Jensen Interceptor SP,93.737,SP,Coupé,0.0,385,1820
981,1971,Jensen FF,158.185,,Coupé,0.0,325,2025
982,1965,Jaguar Mk II 3,58.583,,Limousine (4-Türen),0.0,224,1480
984,1964,Jaguar E-Type 3,140.608,Serie I,Coupé,0.0,269,1290
985,1983,Jaguar XJ 6 3,15.227,Serie III,Limousine (4-Türen),0.0,161,1860
987,1952,Jaguar XK 120 OTS,175.762,120,Cabriolet (Roadster),0.0,162,1150
988,1962,Jaguar E-Type 3,146.467,Serie I,Coupé,0.0,269,1290
989,1955,Jaguar XK 140 SE OTS,146.467,140,Cabriolet (Roadster),0.0,193,1210
990,1973,Jaguar E-Type V12,134.749,Serie III,Cabriolet (Roadster),0.0,276,1530
991,1967,Jaguar E-Type 4,103.111,Serie I,Coupé,0.0,207,1290
992,1969,Jaguar E-Type,70.301,Serie II,Coupé,0.0,265,1400
993,1951,Jaguar Mk V  3,134.749,,Cabriolet,0.0,125,1470
994,1961,Jaguar E-Type 3,292.940,Serie I,Coupé,0.0,269,1290
995,1971,Jaguar E-Type V12,175.762,Serie III,Cabriolet (Roadster),0.0,318,1530
996,1930,Invicta 4,128.890,,Cabriolet (Tourer),0.0,90,1600
997,1962,Hotchkiss M 201,29.289,,Geländewagen,0.0,60,1160
998,1965,Ford Mustang 289,70.301,Mustang I Serie 1 | A-Code,Coupé (Fastback),0.0,228,1200
999,2006,Ford GT,527.297,,Coupé,0.0,558,1500
1000,1976,FIAT 500 Giardiniera,17.571,,Kombi,0.0,18,510
1001,1987,Ferrari 328 GTS,93.737,,Cabriolet (Targa),0.0,255,1273
1002,1971,De Tomaso Pantera L,103.111,,Coupé,0.0,314,1297
1003,1977,Daimler Sovereign 4,56.240,Serie 2,Coupé,0.0,168,1740
1005,1957,Chevrolet Bel Air Sedan,58.583,2400 C,Limousine (4-Türen),0.0,188,1600
1006,1971,Bristol 411 Mk,76.160,,Limousine (2-Türen),0.0,335,1500
1007,1990,BMW Z1,35.148,E 30 (Z),Cabriolet (Roadster),0.0,170,1250
1008,2016,BMW M240i,23.430,F22,Coupé,0.0,340,1545
1009,2014,Bentley Continental GTC V8,65.614,,Cabriolet,0.0,507,2470
1010,1971,Aston Martin DBS,175.762,,Coupé,0.0,280,1700
1012,1953,Alvis TA 21,52.724,,Cabriolet,0.0,83,1400
1013,1964,Alvis TE 21,126.547,,Cabriolet,0.0,130,1470
1014,1964,Alfa Romeo Giulietta Spider,70.301,,Cabriolet,0.0,80,850
1015,1958,AC Aceca,181.621,,Coupé,0.0,91,890
1016,1960,AC Aceca,138.265,,Coupé,0.0,91,890
1019,1962,Rolls-Royce Silver Cloud II,117.172,,Limousine,0.0,185,2110
1020,2000,Porsche 911 Carrera 4,35.148,996,Coupé,37.015,300,1450
1021,1939,Bentley 4 1,210.915,,Cabriolet,0.0,109,1625
1022,2018,Porsche 911 GT2 RS Weissach,529.900,991.2,Coupé,14.25,700,1370
1038,1963,Lancia Flaminia Coupe Pininfarina,27.000,,Coupé,51.453,119,1520
1039,1971,Triumph TR 6,28.500,,Cabriolet (Roadster),0.0,104,1030
1040,1937,Lancia Aprilia,86.500,Modello 239,Cabriolet,0.0,48,650
1041,1974,Alfa Romeo Montreal,93.500,,Coupé,0.0,195,1270
1046,1977,Porsche 911 Carrera 3,45.000,"""G-Modell""",Coupé,258.235,200,1140
1047,1979,MG MGB,23.900,B Serie IV,Cabriolet (Roadster),8.7,96,1040
1048,1975,Mercedes-Benz 350 SE,12.500,W 116,Limousine (4-Türen),200.0,200,1700
1049,1976,Citroën CX 20,7.900,Serie I,Limousine (4-Türen),100.0,102,1380
1050,1937,Lancia Aprilia,86.500,Modello 239,Cabriolet,0.0,48,650
1051,1974,Alfa Romeo Montreal,93.500,,Coupé,0.0,195,1270
1056,1977,Porsche 911 Carrera 3,45.000,"""G-Modell""",Coupé,258.235,200,1140
1057,1979,MG MGB,23.900,B Serie IV,Cabriolet (Roadster),8.7,96,1040
1058,1975,Mercedes-Benz 350 SE,12.500,W 116,Limousine (4-Türen),200.0,200,1700
1059,1976,Citroën CX 20,7.900,Serie I,Limousine (4-Türen),100.0,102,1380
1060,1961,Maserati 3500 GT Touring,120.000,,Coupé,0.0,220,1460
1061,1979,Mercedes-Benz 300 D lang,22.000,W 123,Limousine (4-Türen),176.8,80,1600
1062,1987,Mercedes-Benz 190 E 2,45.000,W 201,Limousine (4-Türen),66.1,185,1250
1063,1986,Mercedes-Benz 420 SE,16.900,W 126,Limousine (4-Türen),99.0,218,1500
1064,1982,Triumph Acclaim,1.500,,Limousine,220.0,70,790
1065,1979,Mercedes-Benz 450 SL,35.000,R 107,Cabriolet (Roadster),170.0,225,1650
1066,1971,Mercedes-Benz 280 SE 3,13.900,W 108,Limousine (4-Türen),100.0,200,1600
1067,2001,Mercedes-Benz CLK 55 AMG,22.500,C 208,Coupé,162.0,347,1700
1068,1988,Mercedes-Benz 560 SEC,38.900,C 126,Coupé,134.0,300,1550
1071,1979,Toyota Land Cruiser BJ 43,28.000,,Geländewagen,68.0,80,1720
1072,2007,Porsche 911 Targa 4S,65.000,997.1,Coupé (Targa),145.5,355,1395
1074,1979,Mercedes-Benz 450 SLC,16.405,C 107,Coupé,151.534,225,1650
1083,1973,Lancia Fulvia Sport 1,22.000,Serie II,Coupé,0.0,90,930
1087,1978,Mercedes-Benz 450 SEL 6,59.900,W 116,Limousine (4-Türen),98.228,286,1700
1092,2004,Porsche 911 Carrera 4S,84.900,996,Coupé,24.0,320,1450
1103,1969,Mercedes-Benz 280 SL,134.500,W 113,Cabriolet (Roadster),89.803,170,1400
1104,1955,Jaguar XK 140 SE OTS,120.000,140,Cabriolet (Roadster),39.916,193,1210
1112,1963,Alfa Romeo Giulietta TI,26.000,,Limousine,26.3,74,900
1113,2013,Maserati GranTurismo Sport,32.810,,Coupé,39.59,460,1880
1120,1967,FIAT 2300 S ,40.000,,Coupé,0.0,136,1280
1129,1967,FIAT 2300 S ,40.000,,Coupé,0.0,136,1280
1161,1986,Jaguar XJ13,424.485,,Rennwagen (2-Türen),41.564,502,998
1163,1980,Porsche 911 SC 3,59.900,"""G-Modell""",Coupé,127.0,180,1160
1164,2007,Aston Martin V8 Vantage,64.900,,Cabriolet (Roadster),54.324,385,1570
1165,2005,Porsche 911 Carrera S,54.900,997.1,Coupé,138.42,355,1395
1168,2009,Aston Martin V8 Vantage,41.007,,Coupé,86.904,426,1570
1171,1958,Mercedes-Benz 190 SL,85.500,W 121 B II,Cabriolet (Roadster),0.0,105,1200
1172,1963,Mercedes-Benz 220 SE b,99.500,W 111,Cabriolet,20.334,120,1450
1173,1977,Mercedes-Benz 350 SL,39.500,R 107,Cabriolet (Roadster),0.0,195,1650
1175,1979,Chevrolet Corvette Sting Ray,19.900,C3 Serie II,Coupé (Targa),77.0,192,1560
1176,1968,Triumph GT 6 Mk I,35.000,,Coupé,58.0,95,870
1208,1979,Panther De Ville Saloon,79.900,,Limousine,0.0,289,1960
1210,1965,Ford Mustang 289,58.900,Mustang I Serie 1 | A-Code,Coupé (Fastback),0.0,228,1200
1224,1972,FIAT 500 Moretti Minimaxi,29.900,,Cabriolet,0.0,18,500
1226,1966,Austin-Healey 3000 Mk III,54.900,ADO 26,Cabriolet (Roadster),0.0,148,1100
1234,1973,Porsche 911 2,70.307,"""Urmodell""",Cabriolet (Targa),49.729,140,1100
1236,1976,Lancia Beta Montecarlo Spider,22.900,Serie I,Cabriolet (Targa),72.3,120,1110
